"Label","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Percent Margin of Error","","(X)","±1.0","±1.0","±1.0","±5.7","±5.5","±0.5","±0.5","±0.5","±0.5","±0.5","±0.7","±0.5","±0.4","±0.4","±0.5","±0.5","±0.5","±0.5","±0.5","±0.5","±0.5","±0.5","±0.5","±0.5","±1.0","±0.7","±0.3","±0.5","±0.5","","(X)","±5.5","±5.7","±0.3","±0.7","±0.5","±0.5","","(X)","±0.3","±0.3","±0.5","±0.5","±0.5","±0.3","±5.8","±5.5","±0.5","±0.7","±0.5","±0.5","±1.0","±0.5","±1.0","(X)","","(X)","±2.1","±2.1"
"Census Tract 4911.01, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,964","6,938","26","6,938","6,514","137","0","0","0","0","0","287","95","147","45","0","0","0","0","0","0","0","0","0","0","26","0","0","23","3","","6,964","6,537","140","3","310","0","0","","6,964","16","0","0","0","16","6,948","6,498","137","0","287","0","0","26","0","26","2,751","","5,090","2,442","2,648"
"    Margin of Error","","±257","±262","±37","±262","±360","±124","±15","±15","±15","±15","±15","±210","±129","±156","±72","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±37","±15","±15","±37","±6","","±257","±355","±121","±6","±213","±15","±15","","±257","±28","±15","±15","±15","±28","±259","±363","±124","±15","±210","±15","±15","±37","±15","±37","±130","","±242","±221","±201"
"    Percent","","6,964","99.6%","0.4%","99.6%","93.5%","2.0%","0.0%","0.0%","0.0%","0.0%","0.0%","4.1%","1.4%","2.1%","0.6%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.4%","0.0%","0.0%","0.3%","0.0%","","6,964","93.9%","2.0%","0.0%","4.5%","0.0%","0.0%","","6,964","0.2%","0.0%","0.0%","0.0%","0.2%","99.8%","93.3%","2.0%","0.0%","4.1%","0.0%","0.0%","0.4%","0.0%","0.4%","(X)","","5,090","48.0%","52.0%"
"    Percent Margin of Error","","(X)","±0.5","±0.5","±0.5","±3.6","±1.8","±0.4","±0.4","±0.4","±0.4","±0.4","±3.0","±1.9","±2.2","±1.0","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.5","±0.4","±0.4","±0.5","±0.1","","(X)","±3.5","±1.8","±0.1","±3.0","±0.4","±0.4","","(X)","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±3.6","±1.8","±0.4","±3.0","±0.4","±0.4","±0.5","±0.4","±0.5","(X)","","(X)","±3.4","±3.4"
"Census Tract 4912, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,898","1,864","34","1,864","1,750","81","0","0","0","0","0","33","27","0","6","0","0","0","0","0","0","0","0","0","0","34","0","9","18","0","","1,898","1,784","88","16","51","0","0","","1,898","0","0","0","0","0","1,898","1,750","81","0","33","0","0","34","0","34","959","","1,594","761","833"
"    Margin of Error","","±158","±160","±24","±160","±169","±76","±10","±10","±10","±10","±10","±28","±26","±10","±9","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±24","±10","±11","±16","±10","","±158","±164","±77","±16","±37","±10","±10","","±158","±10","±10","±10","±10","±10","±158","±169","±76","±10","±28","±10","±10","±24","±10","±24","±55","","±145","±94","±90"
"    Percent","","1,898","98.2%","1.8%","98.2%","92.2%","4.3%","0.0%","0.0%","0.0%","0.0%","0.0%","1.7%","1.4%","0.0%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.8%","0.0%","0.5%","0.9%","0.0%","","1,898","94.0%","4.6%","0.8%","2.7%","0.0%","0.0%","","1,898","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","92.2%","4.3%","0.0%","1.7%","0.0%","0.0%","1.8%","0.0%","1.8%","(X)","","1,594","47.7%","52.3%"
"    Percent Margin of Error","","(X)","±1.3","±1.3","±1.3","±4.6","±3.9","±1.3","±1.3","±1.3","±1.3","±1.3","±1.4","±1.4","±1.3","±0.5","±1.3","±1.3","±1.3","±1.3","±1.3","±1.3","±1.3","±1.3","±1.3","±1.3","±1.3","±1.3","±0.6","±0.9","±1.3","","(X)","±4.2","±4.0","±0.8","±1.9","±1.3","±1.3","","(X)","±1.3","±1.3","±1.3","±1.3","±1.3","±1.3","±4.6","±3.9","±1.3","±1.4","±1.3","±1.3","±1.3","±1.3","±1.3","(X)","","(X)","±3.6","±3.6"
"Census Tract 4927, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,289","2,208","81","2,208","1,596","591","0","0","0","0","0","15","0","0","0","0","0","15","0","0","0","0","0","0","6","81","59","2","5","0","","2,289","1,677","665","17","20","0","6","","2,289","13","6","0","0","7","2,276","1,589","591","0","15","0","0","81","0","81","1,196","","1,657","762","895"
"    Margin of Error","","±213","±244","±74","±244","±183","±167","±10","±10","±10","±10","±10","±25","±10","±10","±10","±10","±10","±25","±10","±10","±10","±10","±10","±10","±9","±74","±68","±3","±8","±10","","±213","±174","±148","±25","±27","±10","±9","","±213","±13","±9","±10","±10","±10","±212","±183","±167","±10","±25","±10","±10","±74","±10","±74","±77","","±208","±133","±122"
"    Percent","","2,289","96.5%","3.5%","96.5%","69.7%","25.8%","0.0%","0.0%","0.0%","0.0%","0.0%","0.7%","0.0%","0.0%","0.0%","0.0%","0.0%","0.7%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.3%","3.5%","2.6%","0.1%","0.2%","0.0%","","2,289","73.3%","29.1%","0.7%","0.9%","0.0%","0.3%","","2,289","0.6%","0.3%","0.0%","0.0%","0.3%","99.4%","69.4%","25.8%","0.0%","0.7%","0.0%","0.0%","3.5%","0.0%","3.5%","(X)","","1,657","46.0%","54.0%"
"    Percent Margin of Error","","(X)","±3.3","±3.3","±3.3","±5.5","±6.3","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±0.4","±3.3","±3.1","±0.1","±0.3","±1.1","","(X)","±6.1","±5.7","±1.1","±1.2","±1.1","±0.4","","(X)","±0.6","±0.4","±1.1","±1.1","±0.4","±0.6","±5.5","±6.3","±1.1","±1.1","±1.1","±1.1","±3.3","±1.1","±3.3","(X)","","(X)","±4.5","±4.5"
"Census Tract 4928, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,221","2,213","8","2,213","1,067","1,146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","8","0","0","","2,221","1,075","1,146","8","0","0","0","","2,221","62","32","21","9","0","2,159","1,037","1,114","0","0","0","0","8","0","8","1,599","","1,872","802","1,070"
"    Margin of Error","","±331","±331","±12","±331","±235","±320","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±12","±10","±12","±10","±10","","±331","±237","±320","±12","±10","±10","±10","","±331","±57","±39","±35","±23","±10","±324","±220","±313","±10","±10","±10","±10","±12","±10","±12","±99","","±242","±180","±152"
"    Percent","","2,221","99.6%","0.4%","99.6%","48.0%","51.6%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.4%","0.0%","0.4%","0.0%","0.0%","","2,221","48.4%","51.6%","0.4%","0.0%","0.0%","0.0%","","2,221","2.8%","1.4%","0.9%","0.4%","0.0%","97.2%","46.7%","50.2%","0.0%","0.0%","0.0%","0.0%","0.4%","0.0%","0.4%","(X)","","1,872","42.8%","57.2%"
"    Percent Margin of Error","","(X)","±0.5","±0.5","±0.5","±10.2","±10.3","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±0.5","±1.1","±0.5","±1.1","±1.1","","(X)","±10.3","±10.3","±0.5","±1.1","±1.1","±1.1","","(X)","±2.5","±1.8","±1.6","±1.0","±1.1","±2.5","±9.7","±10.1","±1.1","±1.1","±1.1","±1.1","±0.5","±1.1","±0.5","(X)","","(X)","±6.4","±6.4"
"Census Tract 4929, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,109","2,090","19","2,090","1,326","764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","19","0","0","0","","2,109","1,345","783","0","0","0","0","","2,109","26","0","0","9","17","2,083","1,300","764","0","0","0","0","19","0","19","1,329","","1,807","851","956"
"    Margin of Error","","±250","±254","±33","±254","±173","±208","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±33","±33","±10","±10","±10","","±250","±173","±206","±10","±10","±10","±10","","±250","±32","±10","±10","±14","±28","±257","±179","±208","±10","±10","±10","±10","±33","±10","±33","±68","","±221","±139","±129"
"    Percent","","2,109","99.1%","0.9%","99.1%","62.9%","36.2%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.9%","0.9%","0.0%","0.0%","0.0%","","2,109","63.8%","37.1%","0.0%","0.0%","0.0%","0.0%","","2,109","1.2%","0.0%","0.0%","0.4%","0.8%","98.8%","61.6%","36.2%","0.0%","0.0%","0.0%","0.0%","0.9%","0.0%","0.9%","(X)","","1,807","47.1%","52.9%"
"    Percent Margin of Error","","(X)","±1.6","±1.6","±1.6","±7.2","±7.3","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.2","±1.6","±1.6","±1.2","±1.2","±1.2","","(X)","±7.3","±7.2","±1.2","±1.2","±1.2","±1.2","","(X)","±1.6","±1.2","±1.2","±0.7","±1.3","±1.6","±7.2","±7.3","±1.2","±1.2","±1.2","±1.2","±1.6","±1.2","±1.6","(X)","","(X)","±4.3","±4.3"
"Census Tract 4940, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,439","1,428","11","1,428","1,379","31","0","0","0","0","0","12","12","0","0","0","0","0","0","0","0","0","0","0","6","11","11","0","0","0","","1,439","1,390","42","0","12","0","6","","1,439","16","10","0","0","6","1,423","1,376","24","0","12","0","0","11","0","11","746","","1,136","547","589"
"    Margin of Error","","±84","±83","±10","±83","±84","±25","±10","±10","±10","±10","±10","±17","±17","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±9","±10","±10","±10","±10","±10","","±84","±85","±26","±10","±17","±10","±9","","±84","±17","±14","±10","±10","±9","±81","±85","±20","±10","±17","±10","±10","±10","±10","±10","±40","","±71","±52","±64"
"    Percent","","1,439","99.2%","0.8%","99.2%","95.8%","2.2%","0.0%","0.0%","0.0%","0.0%","0.0%","0.8%","0.8%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.4%","0.8%","0.8%","0.0%","0.0%","0.0%","","1,439","96.6%","2.9%","0.0%","0.8%","0.0%","0.4%","","1,439","1.1%","0.7%","0.0%","0.0%","0.4%","98.9%","95.6%","1.7%","0.0%","0.8%","0.0%","0.0%","0.8%","0.0%","0.8%","(X)","","1,136","48.2%","51.8%"
"    Percent Margin of Error","","(X)","±0.7","±0.7","±0.7","±2.3","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.2","±1.2","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±0.6","±0.7","±0.7","±1.7","±1.7","±1.7","","(X)","±2.3","±1.8","±1.7","±1.2","±1.7","±0.6","","(X)","±1.2","±1.0","±1.7","±1.7","±0.6","±1.2","±2.5","±1.4","±1.7","±1.2","±1.7","±1.7","±0.7","±1.7","±0.7","(X)","","(X)","±4.1","±4.1"
"Census Tract 4950, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,303","3,265","38","3,265","3,214","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","38","0","0","","3,303","3,252","51","38","0","0","0","","3,303","0","0","0","0","0","3,303","3,214","51","0","0","0","0","38","0","38","1,642","","2,774","1,328","1,446"
"    Margin of Error","","±26","±65","±61","±65","±97","±78","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±61","±10","±61","±10","±10","","±26","±81","±78","±61","±10","±10","±10","","±26","±10","±10","±10","±10","±10","±26","±97","±78","±10","±10","±10","±10","±61","±10","±61","±96","","±123","±108","±97"
"    Percent","","3,303","98.8%","1.2%","98.8%","97.3%","1.5%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.2%","0.0%","1.2%","0.0%","0.0%","","3,303","98.5%","1.5%","1.2%","0.0%","0.0%","0.0%","","3,303","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","97.3%","1.5%","0.0%","0.0%","0.0%","0.0%","1.2%","0.0%","1.2%","(X)","","2,774","47.9%","52.1%"
"    Percent Margin of Error","","(X)","±1.9","±1.9","±1.9","±2.9","±2.3","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±1.9","±0.8","±1.9","±0.8","±0.8","","(X)","±2.3","±2.3","±1.9","±0.8","±0.8","±0.8","","(X)","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±2.9","±2.3","±0.8","±0.8","±0.8","±0.8","±1.9","±0.8","±1.9","(X)","","(X)","±3.0","±3.0"
"Census Tract 4961.01, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,003","2,964","39","2,964","2,942","12","0","0","0","0","0","10","0","10","0","0","0","0","0","0","0","0","0","0","0","39","15","0","24","0","","3,003","2,981","27","0","34","0","0","","3,003","26","0","0","26","0","2,977","2,916","12","0","10","0","0","39","0","39","1,282","","2,376","1,138","1,238"
"    Margin of Error","","±183","±183","±41","±183","±182","±17","±10","±10","±10","±10","±10","±15","±10","±15","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±41","±22","±10","±34","±10","","±183","±179","±27","±10","±49","±10","±10","","±183","±43","±10","±10","±43","±10","±179","±179","±17","±10","±15","±10","±10","±41","±10","±41","±61","","±157","±87","±127"
"    Percent","","3,003","98.7%","1.3%","98.7%","98.0%","0.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.3%","0.0%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.3%","0.5%","0.0%","0.8%","0.0%","","3,003","99.3%","0.9%","0.0%","1.1%","0.0%","0.0%","","3,003","0.9%","0.0%","0.0%","0.9%","0.0%","99.1%","97.1%","0.4%","0.0%","0.3%","0.0%","0.0%","1.3%","0.0%","1.3%","(X)","","2,376","47.9%","52.1%"
"    Percent Margin of Error","","(X)","±1.4","±1.4","±1.4","±1.9","±0.6","±0.8","±0.8","±0.8","±0.8","±0.8","±0.5","±0.8","±0.5","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±1.4","±0.7","±0.8","±1.1","±0.8","","(X)","±0.8","±0.9","±0.8","±1.6","±0.8","±0.8","","(X)","±1.4","±0.8","±0.8","±1.4","±0.8","±1.4","±2.4","±0.6","±0.8","±0.5","±0.8","±0.8","±1.4","±0.8","±1.4","(X)","","(X)","±3.1","±3.1"
"Census Tract 4961.02, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,310","4,251","59","4,251","4,158","61","0","0","0","0","0","15","15","0","0","0","0","0","0","0","0","0","0","0","17","59","0","0","18","0","","4,310","4,208","61","0","42","0","58","","4,310","75","0","8","0","67","4,235","4,132","61","0","15","0","0","27","9","18","2,008","","3,540","1,658","1,882"
"    Margin of Error","","±176","±173","±55","±173","±185","±54","±10","±10","±10","±10","±10","±24","±24","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±26","±55","±10","±10","±26","±10","","±176","±182","±54","±10","±46","±10","±75","","±176","±82","±10","±12","±10","±80","±182","±186","±54","±10","±24","±10","±10","±30","±14","±26","±81","","±143","±121","±115"
"    Percent","","4,310","98.6%","1.4%","98.6%","96.5%","1.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.3%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.4%","1.4%","0.0%","0.0%","0.4%","0.0%","","4,310","97.6%","1.4%","0.0%","1.0%","0.0%","1.3%","","4,310","1.7%","0.0%","0.2%","0.0%","1.6%","98.3%","95.9%","1.4%","0.0%","0.3%","0.0%","0.0%","0.6%","0.2%","0.4%","(X)","","3,540","46.8%","53.2%"
"    Percent Margin of Error","","(X)","±1.3","±1.3","±1.3","±2.2","±1.3","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±1.3","±0.6","±0.6","±0.6","±0.6","","(X)","±1.5","±1.3","±0.6","±1.1","±0.6","±1.7","","(X)","±1.9","±0.6","±0.3","±0.6","±1.9","±1.9","±2.3","±1.3","±0.6","±0.6","±0.6","±0.6","±0.7","±0.3","±0.6","(X)","","(X)","±2.7","±2.7"
"Census Tract 4962, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,754","5,686","68","5,686","5,593","19","0","0","0","0","0","40","40","0","0","0","0","0","0","0","0","0","0","0","34","68","0","31","0","0","","5,754","5,639","41","46","62","0","49","","5,754","83","67","16","0","0","5,671","5,525","19","0","40","0","34","53","0","53","2,598","","4,786","2,258","2,528"
"    Margin of Error","","±230","±243","±63","±243","±262","±31","±15","±15","±15","±15","±15","±65","±65","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±53","±63","±15","±45","±15","±15","","±230","±248","±47","±53","±75","±15","±58","","±230","±84","±81","±25","±15","±15","±247","±271","±31","±15","±65","±15","±53","±56","±15","±56","±116","","±215","±206","±202"
"    Percent","","5,754","98.8%","1.2%","98.8%","97.2%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.7%","0.7%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.6%","1.2%","0.0%","0.5%","0.0%","0.0%","","5,754","98.0%","0.7%","0.8%","1.1%","0.0%","0.9%","","5,754","1.4%","1.2%","0.3%","0.0%","0.0%","98.6%","96.0%","0.3%","0.0%","0.7%","0.0%","0.6%","0.9%","0.0%","0.9%","(X)","","4,786","47.2%","52.8%"
"    Percent Margin of Error","","(X)","±1.1","±1.1","±1.1","±1.8","±0.5","±0.4","±0.4","±0.4","±0.4","±0.4","±1.1","±1.1","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.9","±1.1","±0.4","±0.8","±0.4","±0.4","","(X)","±1.6","±0.8","±0.9","±1.3","±0.4","±1.0","","(X)","±1.5","±1.4","±0.4","±0.4","±0.4","±1.5","±2.3","±0.5","±0.4","±1.1","±0.4","±0.9","±1.0","±0.4","±1.0","(X)","","(X)","±3.7","±3.7"
"Census Tract 4970, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,008","1,005","3","1,005","992","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","2","0","","1,008","995","13","1","2","0","0","","1,008","4","1","3","0","0","1,004","989","12","0","0","0","0","3","0","3","474","","868","463","405"
"    Margin of Error","","±50","±51","±7","±51","±50","±8","±4","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±7","±3","±10","±5","±10","","±50","±49","±8","±4","±5","±10","±10","","±50","±7","±4","±6","±10","±10","±51","±50","±8","±10","±10","±10","±10","±7","±10","±7","±27","","±48","±45","±38"
"    Percent","","1,008","99.7%","0.3%","99.7%","98.4%","1.2%","0.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.3%","0.1%","0.0%","0.2%","0.0%","","1,008","98.7%","1.3%","0.1%","0.2%","0.0%","0.0%","","1,008","0.4%","0.1%","0.3%","0.0%","0.0%","99.6%","98.1%","1.2%","0.0%","0.0%","0.0%","0.0%","0.3%","0.0%","0.3%","(X)","","868","53.3%","46.7%"
"    Percent Margin of Error","","(X)","±0.7","±0.7","±0.7","±0.8","±0.8","±0.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±2.4","±0.7","±0.3","±2.4","±0.5","±2.4","","(X)","±0.8","±0.8","±0.4","±0.5","±2.4","±2.4","","(X)","±0.7","±0.4","±0.6","±2.4","±2.4","±0.7","±1.0","±0.8","±2.4","±2.4","±2.4","±2.4","±0.7","±2.4","±0.7","(X)","","(X)","±4.0","±4.0"
"Census Tract 4980, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,363","2,316","47","2,316","2,259","45","0","0","0","0","0","12","0","0","12","0","0","0","0","0","0","0","0","0","0","47","27","20","0","0","","2,363","2,306","72","20","12","0","0","","2,363","6","5","1","0","0","2,357","2,253","45","0","12","0","0","47","0","47","1,194","","1,959","896","1,063"
"    Margin of Error","","±149","±149","±45","±149","±147","±35","±10","±10","±10","±10","±10","±17","±10","±10","±17","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±45","±33","±31","±10","±10","","±149","±147","±50","±31","±17","±10","±10","","±149","±8","±8","±3","±10","±10","±148","±146","±35","±10","±17","±10","±10","±45","±10","±45","±33","","±104","±84","±69"
